name,country,industry,grade_latest,grade_dec2022,action_type,in_dec2022_snapshot,first_grade_a_date,first_grade_ab_date,timing_left_censored,action_text
Jablotron,Czech Republic,Consumer Discretionary,B,B,other,yes,,2022-12-24,no,halts sales and blocks data services to products assembled in  Russia
Japan Credit Bureau (JCB),Japan,Financials,B,,suspended,no,,2023-08-23,no,suspend operations in Russia
Johnson Controls,Ireland,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Julipedra,Portugal,Materials,B,B,suspended,yes,,2022-12-24,no,suspended exports to Russia
Jungheinrich,Germany,Industrials,B,B,suspended,yes,,2022-12-24,no,keep Russia office; stop exports to Russia
Juniper Networks,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend sales in Russia
KBC Group,Belgium,Financials,B,B,suspended,yes,,2022-12-24,no,suspend transactions with certain Russian banks
KGHM,Poland,Materials,B,B,suspended,yes,,2022-12-24,no,"suspended Russian contracts, subsidiary ZANAM Vostok in Russia"
KLM,Netherlands,Industrials,B,B,other,yes,,2022-12-24,no,cancel flights to and from Russia
KONE,Finland,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend deliveries to Russia &amp; stop new Russian orders
KUKA,Germany,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend all business with Russia
Kepenou Mills,Greece,Consumer Staples,B,B,suspended,yes,,2022-12-24,no,stop wheat orders from Russia
Kering,France,Consumer Discretionary,B,B,other,yes,,2022-12-24,no,close all stores in Russia
Kerry Group,Ireland,Consumer Staples,B,B,other,yes,,2022-12-24,no,suspending operations
Kingston,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend shipments to Russia
Kodak Alaris,United Kingdom,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend all business activity into Russia &amp; Belarus
Komatsu,Japan,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Konecranes,Finland,Industrials,B,B,suspended,yes,,2022-12-24,no,stop all orders from Russia
Konica Minolta,Japan,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,new shipments suspended
Korean Air Lines,South Korea,Industrials,B,B,other,yes,,2022-12-24,no,no flying over Russian airspace; Russian flights cancelled
Korn Ferry,United States,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend business in Russia
Krombacher,Germany,Consumer Staples,B,B,suspended,yes,,2022-12-24,no,stopped exports to Russia
Kronospan,Austria,Materials,B,F,other,yes,,2023-08-23,no,Separated out all business activities in Russia
Kubota,Japan,Industrials,B,B,other,yes,,2022-12-24,no,cancel production of equipment orders from Russian
Kurokesu,Lithuania,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend shipments to Russia
Kyocera,Japan,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend deliveries of all devices to Russia
Kärcher,Germany,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend exports to Russia &amp; halt investments
Körber,Germany,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend new business with Russia
L'Oreal,France,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
LCBO,Canada,Consumer Staples,B,B,suspended,yes,,2022-12-24,no,suspend Russian-produced products
LG Electronics,South Korea,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend new product shipments to Russia
LUSH,United Kingdom,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend online sales &amp; supply to Russia
La Lorraine,Belgium,Consumer Staples,B,B,suspended,yes,,2022-12-24,no,halt its 50mn euro investment in Moscow
Lanxess,Germany,Materials,B,B,suspended,yes,,2022-12-24,no,suspend business activities with Russia
Lego,Denmark,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Leonardo,Italy,Industrials,B,B,suspended,yes,,2022-12-24,no,pause all JVs in Russia; helicopter production
Les Ballets de Monte-Carlo,Monaco,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend performance rights for his ballet
Levi Strauss,United States,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend all sales in Russia
Lexmark,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend shipments to Russia
Little Caesar's,United States,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend Russian franchise support
Live Nation Entertainment,United States,Communication Services,B,B,suspended,yes,,2022-12-24,no,stop business with Russia
Lladró,Spain,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspended service and shipment to Russia.  No new requests
Louis Dreyfus,Netherlands,Consumer Staples,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Lumen,United States,Communication Services,B,B,other,yes,,2022-12-24,no,cut networks to Russia
M&amp;G,United Kingdom,Financials,B,,other,no,,2023-08-23,no,phased divestment of Russian assets
MS &amp; AD Insurance Group,Japan,Financials,B,,other,no,,2023-08-23,no,suspending operations
MSC,United States,Financials,B,B,other,yes,,2022-12-24,no,temporary suspension of all shipments to Russia
MSC Cruises,Switzerland,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend calls to Russia
MV Group,Lithuania,Consumer Staples,B,B,other,yes,,2022-12-24,no,"suspends all imports and orders, froze partner brands"
MVRDV,Netherlands,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Magna,Canada,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend Russian plants
Magna Steyr,Austria,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend deliveries to Russia
Mango,Spain,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend direct operations in Russia
Manolo Blahnik,United Kingdom,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend sales to Russia
Marks &amp; Spencer,United Kingdom,Consumer Staples,B,,suspended,no,,2023-08-23,no,suspend all shipments to Russia
Marriott,United States,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend all Russian operations
Marvell,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend all sales to Russia in compliance with sanctions
Mastercard,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Match Group,United States,Communication Services,B,F,other,yes,,2023-08-23,no,"Stated will leave Russia by June 30, 2023"
Mattel,United States,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend shipments into Russia
Mazda,Japan,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
McCormick,United States,Consumer Staples,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Meggit,United Kingdom,Industrials,B,B,other,yes,,2022-12-24,no,cease all imports and exports with Russia
Meta,United States,Communication Services,B,B,suspended,yes,,2022-12-24,no,suspend Russian advertising
Metsa,Finland,Materials,B,B,suspended,yes,,2022-12-24,no,suspend operations at Russian mill
Metso Outotec,Finland,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Mettler Toledo,United States,Health Care,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Michelin,France,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspended all operations in Russia
Micro Focus,United Kingdom,Information Technology,B,,suspended,no,,2023-08-23,no,Suspended business in Russia
Micron,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,Suspend shipments to Russia according to sanctions
Microsoft,United States,Information Technology,B,C,suspended,yes,,2023-08-23,no,suspend new sales in Russia but continue existing access
Milk Hydrosan sp. z o.o.,Poland,Industrials,B,B,suspended,yes,,2022-12-24,no,suspended Russian contracts
Mitsubishi Electric,Japan,Industrials,B,B,suspended,yes,,2022-12-24,no,stop all sales to Russia but reserve the right to return
Mitsubishi Motors,Japan,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspended operations at Russian plant
Mobatime (Elekon),Czech Republic,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,stopped activity and remotely stopped clock on Russian Academy of Sciences
Moncler,Italy,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Moneygram,United States,Financials,B,,suspended,no,,2023-08-23,no,suspend all payments to Russia
MongoDB,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend sales to Russia and Belarus
Mothercare,United Kingdom,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Motorola Solutions,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend service orders to Russia
Munich Re,Germany,Financials,B,B,suspended,yes,,2022-12-24,no,not renew current contracts &amp; suspend new business
NCR,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend sales to Russia
NEC,Japan,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend all future sales
NHL,United States,NGO,B,B,suspended,yes,,2022-12-24,no,pause all partnerships in Russia
NSG Group (Pilkington),Japan,Materials,B,B,other,yes,,2022-12-24,no,suspension all trading and investment
NXP Semiconductors,Netherlands,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to and business with Russia
Namecheap,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,stop offering products to Russia
Nemak,Mexico,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,halt production in Russia
Neste Oyj,Finland,Energy,B,B,suspended,yes,,2022-12-24,no,suspend purchases of Russian oil
NetApp,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend business operations in Russia
New Balance,United States,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend shipments to Russia
New Development Bank,China,Financials,B,B,other,yes,,2022-12-24,no,curtail Russian access to capital markets
Niantic Labs,United States,Information Technology,B,B,other,yes,,2022-12-24,no,products made unavailable in Russia
Nikon,Japan,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend shipments to Russia
Nintendo,Japan,Communication Services,B,B,suspended,yes,,2022-12-24,no,suspend all sales in Russia
Nippon Telegraph and Telephone Corporation (NTT),Japan,Communication Services,B,,sold,no,,2023-08-23,no,"Completed sale of business, transitioning team"
Norton,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend sales to Russia
Nozbe,Poland,Industrials,B,B,other,yes,,2022-12-24,no,cut off services for Russia and Belarus
Nu Skin,United States,Consumer Staples,B,B,suspended,yes,,2022-12-24,no,suspend Russian operations
Nutanix,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,pause all sales and support to Russia
Nvidia,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend all sales in Russia
ON24,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend all Russian activities
OP Bank Lithuania,Lithuania,Financials,B,B,suspended,yes,,2022-12-24,no,temporarily stop the processing of all  payments from and to Russia &amp; Belarus
Olvi,Finland,Consumer Staples,B,B,suspended,yes,,2022-12-24,no,stop exports to Russia
Olympus,Japan,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend sales of Scientific Solutions portfolio and all capital investments
OpenText,Canada,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend all business
Oracle,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend all operations in Russia
Orion,Finland,Health Care,B,C,other,yes,,2023-10-12,no,Discontinued business operations in Russia
Outokumpu,Finland,Materials,B,B,suspended,yes,,2022-12-24,no,stop sales and deliveries to Russia
PTC,United States,Information Technology,B,B,other,yes,,2022-12-24,no,discontinue all business operations and sales
PVH,United States,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
PagerDuty,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend cooperation with Russian customers
Panasonic,Japan,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Papa John's,United States,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend support for all Russian franchises
Par Pacific,United States,Energy,B,B,suspended,yes,,2022-12-24,no,suspend purchases of Russian crude oil
Paramount,United States,Communication Services,B,B,suspended,yes,,2022-12-24,no,pause new content releases to Russia
Payoneer,United States,Information Technology,B,B,other,yes,,2022-12-24,no,close Russian accounts
Paypal,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Peak Design,United States,Consumer Staples,B,B,other,yes,,2022-12-24,no,shut down sales to Russia
Pekao SA,Poland,Financials,B,B,suspended,yes,,2022-12-24,no,transactions in Russian ruble suspended
Pernod Ricard,France,Consumer Staples,B,B,suspended,yes,,2022-12-24,no,"Resumed exports to Russia, then halted after calls to boycott"
Pivovary Staropramen,Czech Republic,Consumer Staples,B,B,suspended,yes,,2022-12-24,no,suspended beer exports
Playmobil,Germany,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,stop all sales to Russia
Plzeňský Prazdroj,Czech Republic,Consumer Staples,B,B,suspended,yes,,2022-12-24,no,suspend sales to Russia
Podravka,Croatia,Consumer Staples,B,B,suspended,yes,,2022-12-24,no,stop deliveries to Russia
Polaris,United States,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend exports to Russia
Porsche,Germany,Consumer Discretionary,B,B,other,yes,,2022-12-24,no,end shipments of new cars; dealerships running and warranty obligations honored
Prada,Italy,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Preem AB,Sweden,Energy,B,B,suspended,yes,,2022-12-24,no,suspend purchases of Russian oil
Prosus,Netherlands,Industrials,B,B,sold,yes,,2022-12-24,no,In process of divesting from local subsidiary
Puma,Germany,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
QS,United Kingdom,NGO,B,B,other,yes,,2022-12-24,no,cease activity with Russian customers &amp; cease promotion of Russian universities
Qlik,Sweden,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend sales and services to Russia
Qualcomm,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend shipments to Russia
RTB,United States,Industrials,B,,suspended,no,,2023-08-23,no,Suspended business in Russia
Rabobank,Netherlands,Financials,B,B,other,yes,,2022-12-24,no,curtail Russian access to capital markets
Radio Free Europe,Czech Republic,Communication Services,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Rakovnický Pivovar,Czech Republic,Consumer Staples,B,B,sold,yes,,2022-12-24,no,stopped exports and withdrew some products for sale in Russia
Ralph Lauren,United States,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,pause operations in Russia
Ravensburger | BRIO,Germany,,B,,other,no,,2023-12-15,no,Russia distribution through Alisa Toys
Raytheon,United States,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Recruit Holdings,Japan,Industrials,B,,suspended,no,,2023-08-23,no,Suspend Russian access
Reima,Finland,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend all sales into Russia
Remitly Global,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,stop accepting new users in Russia
Renishaw,United Kingdom,Industrials,B,,suspended,no,,2023-08-23,no,Suspended business in Russia
Revolut,United Kingdom,Financials,B,B,suspended,yes,,2022-12-24,no,stop top-ups for Russian cards and block transfers to Russian institutions
Richemont,Switzerland,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend all operations in Russia
Ricoh,Japan,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend shipments to Russia
Roca,Spain,Consumer Discretionary,B,B,other,yes,,2022-12-24,no,closure of plants
Rockwell Automation,United States,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Roland DG,Japan,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend all exports and sales to Russia
Rolex,Switzerland,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend exports to Russia
Rolls Royce,United Kingdom,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Rotork,United Kingdom,Industrials,B,,suspended,no,,2023-08-23,no,Suspended business in Russia
Rovio,Finland,Information Technology,B,B,other,yes,,2022-12-24,no,remove games from app stores in Russia
Royal Caribbean Cruises,United States,Consumer Discretionary,B,B,other,yes,,2022-12-24,no,Cancel summer cruise ship visits to Russia
Royal Society of Chemistry,United Kingdom,NGO,B,B,suspended,yes,,2022-12-24,no,pause activities with Russian institutions
SSAB,Sweden,Materials,B,B,other,yes,,2022-12-24,no,shipments and sales to Russia discontinued
STIHL,Germany,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend deliveries to Russia
Safran,France,Industrials,B,B,suspended,yes,,2022-12-24,no,stop all activities in Russia
Samsonite International,Luxembourg,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Samsung,South Korea,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Sandvik,Sweden,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend all operations in Russia
Sardina,Croatia,Consumer Staples,B,B,suspended,yes,,2022-12-24,no,suspend deliveries to Russia
Scandinavian Tobacco,Denmark,Consumer Staples,B,B,suspended,yes,,2022-12-24,no,suspend most operations in Russia
Scania,Sweden,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend all sales in Russia
Schwarz Group,Germany,Consumer Staples,B,B,suspended,yes,,2022-12-24,no,stop sales of Russian products in stores
Sennheiser,Germany,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend all business &amp; stop exports
Sharp Group,Japan,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend shipping into Russia
Sherwin Williams,United States,Industrials,B,,suspended,no,,2023-08-23,no,suspend business
Shiseido,Japan,Consumer Staples,B,B,suspended,yes,,2022-12-24,no,suspend export shipments to Russia
Siemens Energy AG,Germany,Industrials,B,B,sold,yes,,2022-12-24,no,Sold factory and stake in russian Companies
Sigma Group,Czech Republic,Industrials,B,D,suspended,yes,,2023-08-23,no,suspend business
Simba Dickie Group,Germany,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend all business in Russia including with local independent distributor
Skytrax,United Kingdom,NGO,B,B,suspended,yes,,2022-12-24,no,suspend all audit and rating analysis
Smartway Pharmaceuticals,United Kingdom,Health Care,B,B,suspended,yes,,2022-12-24,no,"suspended all operations, most supplies, and all advertising"
Sodeca,Spain,Industrials,B,B,other,yes,,2022-12-24,no,cut off all supplies to Russian partners
Solvay,Belgium,Materials,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
SonoSim,United States,Health Care,B,B,suspended,yes,,2022-12-24,no,suspend distributor relationship in Russia
Sony,Japan,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,"pause release of new films in Russia, suspending console and game sales in Russia"
Sportradar,Switzerland,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,"suspend all new investments in Russia, including signing new customers"
Spotify,Sweden,Communication Services,B,C,suspended,yes,,2023-08-23,no,closed office and suspend service
SriLankan Airlines,Sri Lanka,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend flights between Sri Lanka and Russia
Stellantis,Netherlands,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Storytel,Sweden,Communication Services,B,B,suspended,yes,,2022-12-24,no,pause operations in Russia
Subaru,Japan,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Sumitomo Group,Japan,Financials,B,B,other,yes,,2022-12-24,no,scaling back or suspending all Russian-related business
Supercell,Finland,Information Technology,B,B,other,yes,,2022-12-24,no,remove games from app stores in Russia
Swagelok,United States,Industrials,B,,suspended,no,,2023-08-23,no,Suspended business in Russia
Swarovski,Liechtenstein,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend all sales in Russia
Swatch,Switzerland,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend direct operations in Russia
Sweco,Sweden,Industrials,B,B,suspended,yes,,2022-12-24,no,stop all projects in Russia
Synopsys,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend all operations in Russia
Systemair,Sweden,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend all sales to Russia
T Machinery,Czech Republic,Industrials,B,B,suspended,yes,,2022-12-24,no,Stopped cooperation
TSMC,Taiwan,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
TTC Holding,Czech Republic,Real Estate,B,B,suspended,yes,,2022-12-24,no,suspended activities
Tadano,Japan,Industrials,B,B,other,yes,,2022-12-24,no,suspension of shipments into Russia
Take-Two Interactive,United States,Communication Services,B,B,suspended,yes,,2022-12-24,no,"halt sales, marketing and more in Russia"
Talgo,Spain,Industrials,B,B,other,yes,,2022-12-24,no,"Ended activity, service center still exists"
Tanin,Slovenia,Materials,B,B,suspended,yes,,2022-12-24,no,goods are stopped
Tata Motors,India,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,Paused sales of Jaguar Land Rover in Russia
Tendam,Spain,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend activity in Russia
Thales,France,Industrials,B,,suspended,no,,2023-08-23,no,Suspended business in Russia
The Navigator Company,Portugal,Materials,B,B,suspended,yes,,2022-12-24,no,suspend all marketing in Russia
Thermo Fisher,United States,Health Care,B,B,suspended,yes,,2022-12-24,no,suspend sales and manufacturing in Russia
TikTok,United States,Communication Services,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Timken,United States,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
TomTom,Netherlands,Information Technology,B,C,sold,yes,,2024-02-25,no,"turn off live traffic for Russia, cut ties with several Russian customers, some customers are still under review"
Torm,Denmark,Industrials,B,B,suspended,yes,,2022-12-24,no,effectively suspend shipments to Russia
Tous,Spain,Consumer Discretionary,B,B,other,yes,,2022-12-24,no,close shops and online store in Russia
Triumph,Switzerland,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend Russian business
Twin Disc,United States,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Twitter,United States,Communication Services,B,B,suspended,yes,,2022-12-24,no,suspend certain operations in Russia
UL,United States,Industrials,B,B,suspended,yes,,2022-12-24,no,stop all work in Russia &amp; Belarus and not take on or pursue any new customer orders
UPM,Finland,Materials,B,B,suspended,yes,,2022-12-24,no,temporarily suspend operations and sales in Russia
UPS,United States,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Ubisoft,France,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend new sales to Russia
UiPath,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend sales in Russia
Under Armour,United States,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Uniqlo/Fast Retailing,Japan,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Universal Music Group,Netherlands,Consumer Discretionary,B,,sold,no,,2023-08-23,no,Suspended all operations in Russia and closed offices
Upwork,United States,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
VF Corporation,United States,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,temporarily suspend commercial activities
VMWare,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Valero Energy,United States,Energy,B,B,suspended,yes,,2022-12-24,no,suspend purchases of Russian oil
Vattenfall,Sweden,Utilities,B,C,other,yes,,2023-08-23,no,shifting energy purchases away from Russia
Veeam,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,pause sales in Russia
Vesuvius,United Kingdom,Industrials,B,,suspended,no,,2023-08-23,no,Suspend deliveries to Russian customers
Victoria’s Secret,United States,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,"stop exports to Russia, pause sales in Russia by franchisers, suspend online sales"
Viessmann,Germany,Industrials,B,B,suspended,yes,,2022-12-24,no,stop business with Russia &amp; stop deliveries to and from Russia
Vietnam Airlines,Vietnam,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend flights to Russia
Viking River Cruises,Switzerland,Consumer Discretionary,B,B,other,yes,,2022-12-24,no,cease all operations in Russia &amp; cancel trips to Russia up to 2024
Villeroy &amp; Boch,Germany,Consumer Discretionary,B,,suspended,no,,2023-08-23,no,Suspended business in the region until further notice
Visa,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Vitec Group,United Kingdom,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend all exports and services
Viva,Australia,Energy,B,B,suspended,yes,,2022-12-24,no,Suspended purchases of Russian oil
Volkswagen,Germany,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Volvo Cars,Sweden,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
Volvo Group,Sweden,Industrials,B,B,suspended,yes,,2022-12-24,no,"suspend all sales, service and production"
WEKA,Israel,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend business and concrete deals with Russia
WWE,United States,Communication Services,B,B,suspended,yes,,2022-12-24,no,Suspend all operations in Russia
WarnerMedia,United States,Communication Services,B,B,suspended,yes,,2022-12-24,no,pause new content releases
Waters Corporation,United States,Health Care,B,B,suspended,yes,,2022-12-24,no,suspend all sales and services into Russia
WeTransfer,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend all services in Russia
Western Union,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Wielton,Poland,Industrials,B,B,suspended,yes,,2022-12-24,no,suspended Russian exports
William Grant &amp; Sons,United Kingdom,Consumer Staples,B,,suspended,no,,2023-08-23,no,Suspend all shipments to Russia
Wimbledon,United Kingdom,NGO,B,B,other,yes,,2022-12-24,no,Ban Russian athletes
Wintershall Dea AG,Germany,Energy,B,D,sold,yes,,2023-08-23,no,intends to fully exit Russia
Wise PLC,United Kingdom,Information Technology,B,B,suspended,yes,,2022-12-24,no,Suspend Russian partnerships
Wizz Air,Hungary,Industrials,B,B,suspended,yes,,2022-12-24,no,Air flights to/from Russia are temporarily suspended
Wolffkran,Switzerland,Industrials,B,B,suspended,yes,,2022-12-24,no,Stop production in Russia; maintain personnel
World Boxing Council,Mexico,NGO,B,B,suspended,yes,,2022-12-24,no,Suspend Russia from title fights
World Federation of Exchanges,United Kingdom,NGO,B,B,suspended,yes,,2022-12-24,no,Suspend all Russian members and affiliates
Woseba,Poland,Consumer Staples,B,B,other,yes,,2022-12-24,no,suspends deliveries to Russia
Wrangler (Kontoor),United States,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,Suspend online sales
Würth,Germany,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,Stop exports to Russia
Xerox,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,Suspend shipments to Russia
YKK Group,Japan,Industrials,B,B,suspended,yes,,2022-12-24,no,Suspend operations in Russia
YOOX,Italy,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,Suspend commercial activities
Yanmar,Japan,Consumer Discretionary,B,,suspended,no,,2023-08-23,no,suspend operations
Yara,Norway,Materials,B,B,suspended,yes,,2022-12-24,no,Suspend all imports from Russia
ZHA,United Kingdom,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend operations in Russia
Zegna Group,Italy,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,Suspended all shipments to and production for Russia partners
Zendesk,United States,Information Technology,B,B,suspended,yes,,2022-12-24,no,Suspend all sales to Russia
Zetor,Czech Republic,Industrials,B,B,suspended,yes,,2022-12-24,no,suspend all cooperation with Russia
Zynga,United States,Communication Services,B,B,suspended,yes,,2022-12-24,no,"suspend all installations, monetization and marketing support"
bunq.com,Netherlands,Financials,B,B,suspended,yes,,2022-12-24,no,suspend SWIFT transfers to sanctioned banks
d&amp;b audiotechnik,Germany,Consumer Discretionary,B,,suspended,no,,2023-08-23,no,suspend all shipments to Russia
eBay,United States,Consumer Discretionary,B,B,suspended,yes,,2022-12-24,no,suspend all shipments to Russia
eDreams ODIGEO,Spain,Consumer Discretionary,B,B,other,yes,,2022-12-24,no,cease all operations involving Russia
