firm_name,home_country,industry,provisional_entry_mode,requires_manual_review,evidence_summary,orbis_parent_match,orbis_direct_stakes_pct,reported_action_type,first_reported_exit_date,first_reported_reduction_or_exit_date,timing_left_censored,yale_action_text
Capgemini,France,Information Technology,unclassified,yes,,,,suspended,,2022-12-24,no,stop services to Russia
Cargolux,Luxembourg,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,suspend all shipments into and through Russia
Ceratizit,Luxembourg,Industrials,unclassified,yes,,,,suspended,2022-12-24,2022-12-24,yes,Stop all deliveries to Russia and Belarus. Still distributes through distributors
Chemours,United States,Materials,unclassified,yes,,,,suspended,,2023-08-23,no,Suspended business in Russia
Chevron,United States,Energy,unclassified,yes,,,,other,,2022-12-24,no,"Pausing all transactions and sales of refining products, lubricants, and chemicals"
Chipperfield,United Kingdom,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,suspend operations in Russia
Chopard,Switzerland,Consumer Discretionary,unclassified,yes,,,,suspended,,2023-08-23,no,Suspend all Russian diamond purchases
Cie Automotives,Spain,Consumer Discretionary,unclassified,yes,,,,other,,2022-12-24,no,temporarily shut down aluminum plant
Ciena,United States,Communication Services,wholly_owned,yes,strict normalized name match to Orbis parent; Orbis direct-stake category: wholly_owned,CIENA CORPORATION,99.98,suspended,,2022-12-24,no,suspend business operations in Russia
Citrix,United States,Information Technology,unclassified,yes,,,,suspended,,2022-12-24,no,suspend all sales to Russia
Cleary Gottlieb,United States,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,suspend Russian operations
Clorox,United States,Consumer Staples,unclassified,yes,,,,suspended,,2022-12-24,no,suspend business activity in Russia
Clutch,United States,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,suspend all business activity
Cogent Communications,United States,Communication Services,unclassified,yes,,,,other,,2022-12-24,no,cut all internet to Russia
Columbia Sportswear,United States,Consumer Discretionary,contractual,yes,"Yale text explicitly mentions a distribution, license, or franchise arrangement",,,suspended,,2022-12-24,no,pause taking any new orders from Russian distributor & remove future sales
Commerzbank,Germany,Financials,unclassified,yes,,,,suspended,,2022-12-24,no,suspend operations in Russia
Conde Nast,United States,Communication Services,unclassified,yes,,,,suspended,,2022-12-24,no,suspend all publishing operations
Conformis,United States,Health Care,contractual,yes,"Yale text explicitly mentions a distribution, license, or franchise arrangement",,,suspended,,2022-12-24,no,suspend distribution operations in Russia
Costco,United States,Consumer Discretionary,unclassified,yes,,,,suspended,,2022-12-24,no,stopped purchases from Russia
Coupa,United States,Information Technology,unclassified,yes,,,,suspended,,2022-12-24,no,suspend operations in Russia
Coursera,United States,Consumer Discretionary,unclassified,yes,,,,suspended,,2022-12-24,no,platform available; refrain from financial benefits from the region; suspend some content
Credit Agricole,France,Financials,unclassified,yes,,,,suspended,,2022-12-24,no,suspend all services in Russia
Criteo,France,Consumer Discretionary,unclassified,yes,,,,other,,2023-08-23,no,Discontinued Operations
Crocs,United States,Consumer Discretionary,unclassified,yes,strict normalized name match to Orbis parent,"CROCS, INC.",,suspended,,2022-12-24,no,suspend D2C business
Curve,United Kingdom,Financials,unclassified,yes,,,,other,,2022-12-24,no,no longer allow Russian payment cards & transaction in RUB
Cyprus Airways,Cyprus,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,suspend flights to Russia
DACHSER,Germany,Industrials,unclassified,yes,,,,other,,2022-12-24,no,End all transports to Russia
DAF,Netherlands,Consumer Discretionary,unclassified,yes,,,,suspended,,2023-08-23,no,Suspend business in Russia
DHL,Germany,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,suspend all shipments to Russia
DJI,China,Information Technology,unclassified,yes,,,,suspended,,2022-12-24,no,stop selling drones in Russia
DKV Mobility,Germany,Information Technology,unclassified,yes,,,,suspended,,2022-12-24,no,stop all activity for Russian domestic business
DSV A/S,Denmark,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,suspend all shipments to Russia
Daimler Truck,Germany,Consumer Discretionary,unclassified,yes,,,,other,,2022-12-24,no,freeze activities in Russia
Damen,Netherlands,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,"stop supplying ships to Russia, halt new contracts"
Danaher,United States,Health Care,unclassified,yes,strict normalized name match to Orbis parent,DANAHER CORPORATION,,suspended,,2022-12-24,no,suspended shipments to Russia except for humanitarian medical products
Danone,France,Consumer Staples,unclassified,yes,strict normalized name match to Orbis parent,DANONE,,seized,,2022-12-24,no,Announced Transfer
Danske Bank,Denmark,Financials,unclassified,yes,,,,suspended,,2023-08-23,no,suspend operations in Russia
Dassault Aviation,France,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,suspend all shipments to Russia
Dassault Systèmes,France,Information Technology,unclassified,yes,,,,suspended,,2022-12-24,no,suspend business operations in Russia
Debevoise &amp; Plimpton,United States,Industrials,unclassified,yes,,,,sold,,2023-08-23,no,Wind down Russia operations; local partners and counsel open Russian business
Decathlon,France,Consumer Discretionary,unclassified,yes,,,,suspended,,2022-12-24,no,suspend the operation of its stores in Russia
Deckers,United States,Consumer Discretionary,unclassified,yes,,,,suspended,,2022-12-24,no,suspend business in Russia
Demant,Denmark,Health Care,unclassified,yes,,,,suspended,,2022-12-24,no,suspend all trade with Russia
Denso,Japan,Consumer Discretionary,unclassified,yes,strict normalized name match to Orbis parent,DENSO CORPORATION CO,,suspended,,2022-12-24,no,suspend all shipments into Russia
Depositphotos,Ukraine,Consumer Discretionary,unclassified,yes,,,,suspended,,2022-12-24,no,stop all sales and services to Russia
Diadora,Italy,Consumer Discretionary,unclassified,yes,,,,suspended,,2022-12-24,no,suspend contracts with Russian commercial partners
Diageo,United Kingdom,Consumer Staples,unclassified,yes,strict normalized name match to Orbis parent,DIAGEO PLC,,suspended,,2022-12-24,no,suspend all shipments to Russia
Diebold Nixdorf,United States,Information Technology,unclassified,yes,strict normalized name match to Orbis parent,"DIEBOLD NIXDORF, INC",,suspended,,2022-12-24,no,suspend shipments and sales of any kind into Russia.
DirecTV,United States,Communication Services,unclassified,yes,,,,other,,2022-12-24,no,cut Kremlin backed TV networks
Discover,United States,Communication Services,unclassified,yes,,,,suspended,,2022-12-24,no,suspend efforts to establish Russian presence
Discovery,United States,Communication Services,unclassified,yes,,,,suspended,,2023-08-23,no,Suspend Russian access
Disney,United States,Communication Services,unclassified,yes,,,,suspended,,2022-12-24,no,pause new content releases
Dreamstime,United States,Communication Services,unclassified,yes,,,,other,,2022-12-24,no,restrict download plans and payments for Russian customers
DuPont,United States,Materials,unclassified,yes,,,,suspended,,2022-12-24,no,suspend operations in Russia and Belarus
Dyson,Singapore,Consumer Discretionary,unclassified,yes,,,,suspended,,2023-08-23,no,Suspend business in Russia
ECFMG,United States,Industrials,unclassified,yes,,,,suspended,,2023-08-23,no,Suspend Russian certifications
EDF,France,Utilities,unclassified,yes,,,,suspended,,2022-12-24,no,suspend Moscow office
ESET,Slovakia,Information Technology,unclassified,yes,,,,suspended,,2022-12-24,no,suspend all sales to Russia
Edrington,United Kingdom,Consumer Staples,unclassified,yes,,,,suspended,,2022-12-24,no,suspend all shipments to Russia
Egon Zehnder,United States,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,stop operations in Russia
Electrolux,Sweden,Consumer Discretionary,unclassified,yes,,,,other,,2022-12-24,no,suspending all shipments into Russia
Elsevier,Netherlands,Communication Services,unclassified,yes,,,,sold,,2023-08-23,no,Winding down all operations in Russia
Embraer,Brazil,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,suspend supplying parts and services to Russia
Epiroc,Sweden,Consumer Staples,unclassified,yes,strict normalized name match to Orbis parent,EPIROC AB,,suspended,,2022-12-24,no,pause all deliveries to Russia and no operations domestically
Eppendorf SE,Germany,Health Care,unclassified,yes,,,,suspended,,2022-12-24,no,suspend exports to Russia; keep rep office open
Epson,Japan,Consumer Discretionary,unclassified,yes,,,,suspended,,2022-12-24,no,suspend exports to Russia & Belarus
Equinix,United States,Real Estate,unclassified,yes,,,,suspended,,2022-12-24,no,suspend Russian partnerships and customers
Ericsson,Sweden,Information Technology,unclassified,yes,,,,suspended,,2022-12-24,no,suspend all shipments to Russia
Esri,United Kingdom,Information Technology,unclassified,yes,,,,other,,2023-08-23,no,Suspending all sales of products and services.
Estee Lauder,United States,Consumer Staples,unclassified,yes,,,,suspended,,2022-12-24,no,suspend operations in Russia
Etex,Belgium,Communication Services,unclassified,yes,,,,suspended,,2023-08-23,no,Suspended business in Russia
Eurasian Resources Group,Luxembourg,Materials,unclassified,yes,,,,suspended,,2023-08-23,no,Suspend substantively all Russian commodities purchases
European University Association,Belgium,NGO,unclassified,yes,,,,other,,2022-12-24,no,cease cooperation with governmental agencies in Russia
Exiger,United States,Industrials,unclassified,yes,,,,other,,2022-12-24,no,halting all activity and due diligence in Russia
Exor,Netherlands,Financials,unclassified,yes,,,,other,,2022-12-24,no,holding company's assets are suspending operations
FANUC,Japan,Industrials,unclassified,yes,strict normalized name match to Orbis parent,FANUC CORPORATION,,suspended,2022-12-24,2022-12-24,yes,"Totally suspend all shipments, services and maintenance in Russia"
FIBA,Switzerland,NGO,unclassified,yes,,,,other,,2022-12-24,no,ban Russian teams and officials from participating in basketball events
FIFA,Switzerland,Industrials,unclassified,yes,,,,other,,2022-12-24,no,ban Russian athletes from competing
Famur,Poland,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,suspend Russian exports
Farfetch,United Kingdom,Consumer Discretionary,unclassified,yes,,,,suspended,,2022-12-24,no,suspend all shipments to Russia
FedEx,United States,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,suspend all shipments to Russia
Ferragamo,Italy,Consumer Discretionary,unclassified,yes,,,,suspended,,2022-12-24,no,suspend all shipments to Russia
Ferrari,Italy,Consumer Discretionary,unclassified,yes,,,,suspended,,2022-12-24,no,suspend sales in Russia
Fidelity,United States,Financials,unclassified,yes,,,,suspended,,2023-08-23,no,Suspend trading of Russian securities
Finnlines,Finland,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,suspend all traffic to Russia
Fitch,United States,Financials,unclassified,yes,,,,suspended,,2022-12-24,no,suspend operations in Russia
Fiverr,Israel,Consumer Discretionary,unclassified,yes,,,,suspended,,2022-12-24,no,suspend business
Fluidra,Spain,Industrials,unclassified,yes,,,,suspended,,2024-02-25,no,Stopped busisness. In process of selling subsidaries
Forest Stewardship Council (FSC),Germany,NGO,unclassified,yes,,,,suspended,,2022-12-24,no,suspend all trading certificates in Russia & Belarus and block all controlled wood sourcing from the two countries
Fortinet,United States,Information Technology,unclassified,yes,,,,suspended,,2022-12-24,no,suspend operations in Russia
Foster + Partners,United Kingdom,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,stop work on projects in Russia
Fujitsu,Japan,Information Technology,unclassified,yes,,,,other,,2022-12-24,no,cease orders and shipments to Russia
Fédération Internationale de Motocyclisme,Switzerland,NGO,contractual,yes,"Yale text explicitly mentions a distribution, license, or franchise arrangement",,,other,,2022-12-24,no,"ban Russian, Belarusian licence holders"
Ganni,Denmark,Consumer Discretionary,unclassified,yes,,,,other,,2022-12-24,no,freeze all trade with Russia
Gap Inc,United States,Consumer Discretionary,unclassified,yes,,,,suspended,,2023-08-23,no,stopped shipments to franchisees in Russia
Gasum,Finland,Energy,unclassified,yes,,,,suspended,,2023-08-23,no,Suspend all purchases from Russia
Generac,United States,Industrials,unclassified,yes,,,,suspended,,2023-08-23,no,Suspend all business in Russia
Gestamp,Spain,Consumer Discretionary,unclassified,yes,,,,suspended,,2022-12-24,no,stopped production
GetYourGuide,Switzerland,Consumer Discretionary,unclassified,yes,,,,suspended,,2022-12-24,no,suspend all Russian operations
Goodyear,United States,Consumer Discretionary,unclassified,yes,,,,suspended,,2022-12-24,no,suspend shipments of tires to Russia
Grainpro,United States,Materials,unclassified,yes,,,,suspended,,2022-12-24,no,suspend all operations in Russia
Grammarly,United States,Information Technology,unclassified,yes,,,,other,,2022-12-24,no,block users located in Russia and Belarus from using products or services
Graphisoft,Hungary,Information Technology,unclassified,yes,,,,suspended,,2022-12-24,no,"suspended new activities, disabled access to our commercial services in Russia"
Grupa Azoty,Poland,Materials,unclassified,yes,,,,suspended,,2022-12-24,no,stopped exporting its products to Russia or Belarus
Grupo Antolín,Spain,Consumer Discretionary,unclassified,yes,,,,suspended,,2022-12-24,no,suspend operations in Russia
Grupo Bimbo,Mexico,Consumer Staples,contractual,yes,"Yale text explicitly mentions a distribution, license, or franchise arrangement",,,suspended,,2022-12-24,no,"Suspended distribution of the Bimbo Brand at retail, but left Moscow Bimbo QSR plant operating for food service products"
HARIBO,Germany,Consumer Staples,unclassified,yes,,,,suspended,,2022-12-24,no,suspend production to Russia
HHLA,Germany,Financials,unclassified,yes,,,,suspended,,2022-12-24,no,suspend entry of Russian shipments at owned ports
HMM,South Korea,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,suspend all shipments to Russia
Hannover Re,Germany,Financials,unclassified,yes,,,,suspended,,2022-12-24,no,halt underwriting business
Hapag Lloyd,Germany,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,suspend all shipments to Russia
Harley-Davidson,United States,Consumer Discretionary,unclassified,yes,strict normalized name match to Orbis parent,"HARLEY-DAVIDSON, INC.",,other,,2022-12-24,no,suspending all business in Russia
Hasbro,United States,Consumer Discretionary,unclassified,yes,strict normalized name match to Orbis parent,HASBRO INC,,suspended,,2022-12-24,no,pause toy shipments of Russia
Heraeus,Germany,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,stop goods and money flows to Russia
Herbalife,United States,Consumer Staples,unclassified,yes,strict normalized name match to Orbis parent,HERBALIFE LTD.,,suspended,,2023-08-23,no,suspend sales and shipments to Russia
