name,country,industry,grade_latest,action_type,first_grade_a_date,first_grade_ab_date,timing_left_censored,guo_matched,match_quality,n_subsidiaries,sum_assets_th_usd,largest_sub_assets,pre_inv_equity_th_usd,employees_total,emp_intensity,years_in_russia,ln_assets,nace_sector
Acer,Taiwan,Information Technology,B,suspended,,2022-12-24,no,EMBRACER GROUP AB,100.0,2,6024.01,4955.54,4391.72940088529,6,0.0010089716560978588,2,8.7035,62
Acne Studios,Sweden,Consumer Discretionary,B,other,,2022-12-24,no,OSG CORPORATION,80.0,1,978.62,978.62,644.249889860861,,,6,6.8861,46
Adamed,Poland,Health Care,B,suspended,,2022-12-24,no,MR PETER DUBENS ADAM DAICHES,83.33333333333334,1,233.76,233.76,156.408576983958,3,0.012833408357539723,8,5.4543,71
Air Astana,Kazakhstan,Industrials,B,suspended,,2022-12-24,no,ALI GROUP LLC,80.0,1,3584.65,3584.65,730.382289526984,16,0.004463475743612824,15,8.1844,46
Air France,France,Industrials,B,suspended,,2022-12-24,no,MR FRANCESCO CASOLI,84.21052631578947,1,7068.95,7068.95,1653.86590826325,24,0.0033951273462608208,11,8.8635,46
Air Malta,Malta,Industrials,B,suspended,,2022-12-24,no,ALTARA SA,80.0,1,1762.18,1762.18,1212.93370819092,7,0.003972350472991146,7,7.4743,46
Airbnb,United States,Consumer Discretionary,B,other,,2022-12-24,no,IRB HOLDING AG,100.0,2,8552.24,4595.69,-62.4019073061645,5,0.0006527850923637715,18,9.0539,55
Akamai,United States,Information Technology,B,suspended,,2022-12-24,no,MR ABDOU RAZAK AMADOU,83.33333333333334,1,9172.47,9172.47,108.786068776622,1,0.00010902183292581465,18,9.1240,46
Akin Gump,United States,Industrials,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Alaska Airlines,United States,Industrials,B,suspended,,2022-12-24,no,ATLAS INTERNATIONAL AG,88.88888888888889,2,1677.58,1105.47,875.847650238313,20,0.018091905557616847,14,7.4251,25
Alimentation Couche-Tard,Canada,Consumer Staples,B,suspended,,2022-12-24,no,ALI GROUP LLC,100.0,1,3584.65,3584.65,730.382289526984,16,0.004463475743612824,15,8.1844,46
Alstom,France,Industrials,B,suspended,,2022-12-24,no,ALSTOM S.A,100.0,1,4802.25,4802.25,3751.49067762867,13,0.002707061688594869,9,8.4768,30
Amazon,United States,Consumer Discretionary,B,suspended,,2022-12-24,no,AMAZONEN-WERKE H. DREYER SE & CO. KG,100.0,1,75300.39,75300.39,15968.1042839065,58,0.00077024831102731,17,11.2292,46
Ambarella,United States,Information Technology,B,suspended,,2022-12-24,no,JAM GMBH,80.0,1,450.09,450.09,108.705307032913,10,0.02221801572516227,5,6.1094,25
Amdocs,United States,Information Technology,B,suspended,,2022-12-24,no,AMDOCS LIMITED,100,2,41953.96,29247.43,18908.4240077175,442,0.0025985184901322223,21,10.6443,62
Amer Sports,Finland,Consumer Discretionary,B,other,,2022-12-24,no,"AMER SPORTS, INC.",100,1,31902.73,31902.73,13584.2329742536,5,0.00015672638539839163,18,10.3704,46
American Express,United States,Financials,B,suspended,,2022-12-24,no,ORICA LIMITED,80.0,1,249.47,249.47,241.450693110004,1,0.0040084493893275865,18,5.5194,77
Amica,Poland,Consumer Discretionary,B,suspended,,2022-12-24,no,,,0,,,,,,,,
Analog Devices,United States,Information Technology,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Ansys,United States,Information Technology,B,suspended,,2022-12-24,no,,,0,,,,,,,,
Aon PLC,United Kingdom,Financials,B,suspended,,2022-12-24,no,AON PUBLIC LIMITED COMPANY,100.0,2,315.91,315.91,204.407973328605,1,0.0031654282480527347,12,5.7555,66
Apple,United States,Information Technology,B,suspended,,2022-12-24,no,APPLE INC.,100,1,1173337.11,1173337.11,259633.526691655,8093,0.0068974209594093346,11,13.9754,46
Arla,Denmark,Consumer Staples,B,other,,2022-12-24,no,CARLAU AG,100.0,1,0.13,0.13,-0.0538411624729633,2,14.858520196359557,11,-2.0054,68
Asian Infrastructure Investment Bank,China,Financials,B,other,,2022-12-24,no,FTL INVESTMENT LP,83.33333333333333,1,134.10,134.10,7.25543061643839,,,4,4.8986,64
Asos,United Kingdom,Consumer Discretionary,B,suspended,,2022-12-24,no,,,0,,,,,,,,
Association of International Certified Professional Accountants,United States,Industrials,B,other,,2022-12-24,no,OUN GMBH,100.0,1,10.00,10.00,-4.68418113514781,,,5,2.3027,62
Aston Martin,United Kingdom,Consumer Discretionary,B,suspended,,2022-12-24,no,KHERMANSSON MARTIN,90.9090909090909,1,548.35,548.35,21.7249090578407,6,0.010942010061632522,9,6.3069,70
Asus,Taiwan,Information Technology,B,suspended,,2022-12-24,no,"PEGASUS HOLDINGS ONE, LLC",100.0,3,86477.36,44208.27,-4421.6247063484,3,,16,11.3676,29
Atlassian,Australia,Information Technology,B,suspended,,2022-12-24,no,ATLAS INTERNATIONAL AG,100.0,2,1677.58,1105.47,875.847650238313,20,0.018091905557616847,14,7.4251,25
Audi,Germany,Consumer Discretionary,B,suspended,,2022-12-24,no,PIETRA KLAUDIO DELLA,100.0,1,1338.73,1338.73,371.504021063447,32,0.023903187590917953,5,7.1995,41
Australia Post,Australia,Communication Services,B,suspended,,2023-08-23,no,ALI GROUP LLC,100.0,1,3584.65,3584.65,730.382289526984,16,0.004463475743612824,15,8.1844,46
Austrian Airlines,Austria,Industrials,B,other,,2022-12-24,no,INTESS SA,80.0,1,7511.49,7511.49,1422.120084689,5,0.0006656470499114557,10,8.9242,46
Autodesk,United States,Information Technology,B,suspended,,2022-12-24,no,GSK PLC,80.0,1,614.97,614.97,612.752809814177,,,10,6.4216,46
Avast,Czech Republic,Information Technology,B,suspended,,2022-12-24,no,,,0,,,,,,,,
Axis Communication,Sweden,Consumer Discretionary,B,suspended,,2023-08-23,no,EUTELSAT COMMUNICATIONS,85.71428571428572,2,23194.19,22600.03,-3592.68616891466,20,0.0007964591249466853,11,10.0517,61
Azerbaijan Airlines,Azerbaijan,Industrials,B,suspended,,2022-12-24,no,INTESS SA,80.0,1,7511.49,7511.49,1422.120084689,5,0.0006656470499114557,10,8.9242,46
B Lab,United States,NGO,B,suspended,,2022-12-24,no,,,0,,,,,,,,
BCG,United States,Industrials,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
BMC,United States,Information Technology,B,suspended,,2022-12-24,no,,,0,,,,,,,,
BMW,Germany,Consumer Discretionary,B,suspended,,2022-12-24,no,,,0,,,,,,,,
BNP Paribas,France,Financials,B,suspended,,2022-12-24,no,BNP PARIBAS,100,1,126509.04,126509.04,34670.020512959,54,0.00042684694999035877,16,11.7481,77
BUDVAR Centrum Sp. z.o.o.,Poland,Industrials,B,suspended,,2022-12-24,no,ARGUMENTUM HOLDING AG,70.0,1,1820.50,1820.50,-361.260739902966,10,0.005492983436731809,5,7.5069,46
Badminton World Federation,Malaysia,NGO,B,other,,2022-12-24,no,ICON PLC,85.71428571428572,3,16718.69,13995.07,13352.5948330043,63,0.0017863435935723175,18,9.7243,52
Bain,United States,Industrials,B,suspended,,2022-12-24,no,COMPAGNIE DE SAINT-GOBAIN,100.0,4,238206.28,192276.79,134628.009624411,938,0.0014874390026333802,21,12.3809,23
Bang &amp; Olufsen,Denmark,Information Technology,B,suspended,,2023-08-23,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Bank of China,China,Financials,B,other,,2022-12-24,no,BANK OF CYPRUS HOLDINGS PUBLIC LIMITED COMPANY,81.81818181818181,1,110212.23,110212.23,33430.4219690533,1,9.073403447943281e-06,11,11.6102,82
Bentley,United States,Consumer Discretionary,B,suspended,,2022-12-24,no,THE BENTLEY FAMILY,100.0,1,9390.96,9390.96,4729.63653656561,1,0.00010648536215336504,17,9.1475,47
Big Fish Games,United States,Communication Services,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Bitdefender,Romania,Information Technology,B,suspended,,2022-12-24,no,ALIENDER LIMITED,76.92307692307692,1,12328.86,12328.86,1997.95131733734,2,0.00016222101371329305,13,9.4197,
BlackBerry,Canada,Information Technology,B,other,,2022-12-24,no,BURBERRY GROUP PLC,76.92307692307692,1,30916.11,30916.11,29981.5993862664,7,0.00022641919320064537,9,10.3390,47
Boeing,United States,Industrials,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Bombardier,Canada,Industrials,B,other,,2022-12-24,no,BOMBARDIER RECREATIONAL PRODUCTS INC.,100.0,1,40427.98,40427.98,16257.8639600454,5,0.00012367671213883418,8,10.6073,73
Boohoo Group,United Kingdom,Consumer Discretionary,B,suspended,,2022-12-24,no,BO HOLDING AG,100.0,1,2751.30,2751.30,-82.2289153868333,16,0.0058154393359561045,13,7.9198,46
Boosteroid Cloud Gaming,United Arab Emirates,Information Technology,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Boryszew,Poland,Materials,B,suspended,,2022-12-24,no,EW GROUP GMBH,100.0,5,117036.65,57714.70,42539.5390420416,659,0.005995006720199162,14,11.6702,01
Brav,Norway,Consumer Discretionary,B,suspended,,2022-12-24,no,,,0,,,,,,,,
Bridgestone Tire,Japan,Consumer Discretionary,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Brinks,United States,Consumer Discretionary,B,suspended,,2023-08-23,no,MR FREDERIK STEVEN RINKS,90.9090909090909,1,99.43,99.43,98.6639302317053,33,0.3318878885067445,9,4.5995,01
British Airways,United Kingdom,Industrials,B,other,,2022-12-24,no,RETIS HOLDING GMBH,80.0,1,79194.80,79194.80,65806.9435635703,173,0.00218448674003873,22,11.2797,17
Brown-Forman,United States,Consumer Staples,B,suspended,,2022-12-24,no,FORIMA HOLDINGS LIMITED,83.33333333333334,1,31243.43,31243.43,29826.1868707882,50,0.0016003362329330222,7,10.3496,10
Brunico Communications,Canada,Communication Services,B,other,,2023-08-23,no,"RIBBON COMMUNICATIONS, INC.",87.17948717948718,2,22956.00,22083.75,20213.8702933276,41,0.0018565690007818201,17,10.0413,95
Budweiser Budvar,Czech Republic,Consumer Staples,B,other,,2022-12-24,no,ARC HOLDINGS,80.0,1,991.24,991.24,537.200198573992,15,0.015132519686143295,17,6.8990,70
Bulgaria Air,Bulgaria,Industrials,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Bulgarian Postbank,Bulgaria,Financials,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Burberry,United Kingdom,Consumer Discretionary,B,suspended,,2022-12-24,no,BURBERRY GROUP PLC,100,1,30916.11,30916.11,29981.5993862664,7,0.00022641919320064537,9,10.3390,47
Buta Airways,Azerbaijan,Industrials,B,suspended,,2022-12-24,no,MIRA GROUP SA,75.0,1,32906.74,32906.74,31748.7605606634,38,0.0011547787696983365,18,10.4014,68
CBRE,United States,Real Estate,B,other,,2022-12-24,no,"CBRE GROUP, INC.",100.0,1,9879.49,9879.49,2035.08825915307,209,0.021154938403995377,3,9.1982,81
CME Group,United States,Financials,B,suspended,,2022-12-24,no,,,0,,,,,,,,
CNH Industrial,United Kingdom,Industrials,B,suspended,,2022-12-24,no,GATES INDUSTRIAL CORPORATION PLC,88.0,1,25074.69,25074.69,22816.2559608771,,,15,10.1296,45
Callaway Golf,United States,Consumer Discretionary,B,suspended,,2023-08-23,no,CAL GMBH,100.0,1,15040.33,15040.33,3633.76697588153,44,0.002925468341886728,19,9.6185,46
Canada Goose,Canada,Consumer Discretionary,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Canadian Tire,Canada,Consumer Discretionary,B,other,,2022-12-24,no,CIAN PLC,85.71428571428572,1,1678.98,1678.98,614.906456313096,45,0.026801942055067418,5,7.4259,62
Canon,Japan,Information Technology,B,suspended,,2022-12-24,no,CANON INC.,100,1,71128.25,71128.25,40925.0444838367,143,0.002010452833684415,18,11.1722,46
Canonical,United Kingdom,Information Technology,B,suspended,,2022-12-24,no,CAL GMBH,100.0,1,15040.33,15040.33,3633.76697588153,44,0.002925468341886728,19,9.6185,46
Capgemini,France,Information Technology,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Cargolux,Luxembourg,Industrials,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Ceratizit,Luxembourg,Industrials,B,suspended,2022-12-24,2022-12-24,yes,YIT OYJ,80.0,1,28981.54,28981.54,20607.0857631583,,,11,10.2744,41
Chemours,United States,Materials,B,suspended,,2023-08-23,no,GUILLAUME MARIA JOSEPH SCHREURS,80.0,1,306.94,306.94,-58.1349951801822,,,5,5.7266,64
Chevron,United States,Energy,B,other,,2022-12-24,no,SECHERON HASLER INTERNATIONAL SA,85.71428571428572,1,1319.62,1319.62,597.946490134113,1,0.0007577939266590289,13,7.1851,46
Chipperfield,United Kingdom,Industrials,B,suspended,,2022-12-24,no,HIPP GMBH,100.0,5,19328.60,6427.54,-3294.4465096863,144,0.006067635922947796,16,9.8693,77
Chopard,Switzerland,Consumer Discretionary,B,suspended,,2023-08-23,no,CITEL GUICHARD,83.33333333333334,1,709.87,709.87,525.207079633139,3,0.004226133015006121,5,6.5651,46
Cie Automotives,Spain,Consumer Discretionary,B,other,,2022-12-24,no,CIE AUTOMOTIVE S.A.,96.55172413793103,1,19117.21,19117.21,17990.2302831942,19,0.000993869053251361,9,9.8583,27
Ciena,United States,Communication Services,B,suspended,,2022-12-24,no,CIENA CORPORATION,100,1,3659.31,3659.31,3423.07304683421,,,12,8.2050,46
Citrix,United States,Information Technology,B,suspended,,2022-12-24,no,CAMBRIDGE ONCOMETRIX LIMITED,80.0,1,59.00,59.00,14.8332402613014,2,0.03390034267935093,10,4.0775,72
Cleary Gottlieb,United States,Industrials,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Clorox,United States,Consumer Staples,B,suspended,,2022-12-24,no,CSL LIMITED,80.0,1,1613.89,1613.89,1605.39540174697,2,0.0012392427186288142,1,7.3864,46
Clutch,United States,Industrials,B,suspended,,2022-12-24,no,CSL LIMITED,80.0,1,1613.89,1613.89,1605.39540174697,2,0.0012392427186288142,1,7.3864,46
Cogent Communications,United States,Communication Services,B,other,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Columbia Sportswear,United States,Consumer Discretionary,B,suspended,,2022-12-24,no,ARC HOLDINGS,80.0,1,991.24,991.24,537.200198573992,15,0.015132519686143295,17,6.8990,70
Commerzbank,Germany,Financials,B,suspended,,2022-12-24,no,AECOM,75.0,1,,,,,,22,,71
Conde Nast,United States,Communication Services,B,suspended,,2022-12-24,no,ICON PLC,85.71428571428572,3,16718.69,13995.07,13352.5948330043,63,0.0017863435935723175,18,9.7243,52
Conformis,United States,Health Care,B,suspended,,2022-12-24,no,ICON PLC,85.71428571428572,3,16718.69,13995.07,13352.5948330043,63,0.0017863435935723175,18,9.7243,52
Costco,United States,Consumer Discretionary,B,suspended,,2022-12-24,no,OSTC GROUP HOLDINGS LIMITED,80.0,1,7517.91,7517.91,6407.87903113849,34,0.004522534234602066,9,8.9250,64
Coupa,United States,Information Technology,B,suspended,,2022-12-24,no,,,0,,,,,,,,
Coursera,United States,Consumer Discretionary,B,suspended,,2022-12-24,no,STERNA,80.0,1,890.69,890.69,700.298539995216,37,0.04154062498226611,8,6.7920,52
Credit Agricole,France,Financials,B,suspended,,2022-12-24,no,G HOLDINGS INC.,100.0,2,34627.06,26139.56,19256.9647729862,271,0.006694833083320577,18,10.4524,23
Criteo,France,Consumer Discretionary,B,other,,2023-08-23,no,AKTSIONERNOE OBSHCHESTVO KRITEO,90.9090909090909,1,14991.98,14991.98,1280.34284360707,,,8,9.6153,62
Crocs,United States,Consumer Discretionary,B,suspended,,2022-12-24,no,"CROCS, INC.",100,1,11458.42,11458.42,5240.96605657134,3,0.00026181614769521576,14,9.3465,46
Curve,United Kingdom,Financials,B,other,,2022-12-24,no,,,0,,,,,,,,
Cyprus Airways,Cyprus,Industrials,B,suspended,,2022-12-24,no,DPE CYPRUS LIMITED,75.0,2,225687.04,225604.36,-46833.2371463543,22,9.751584412017406e-05,16,12.3269,06
DACHSER,Germany,Industrials,B,other,,2022-12-24,no,MR FLORENTIN THOMAS TRACHSEL,76.92307692307692,2,686.38,402.40,14.0390831148252,,,16,6.5314,71
DAF,Netherlands,Consumer Discretionary,B,suspended,,2023-08-23,no,DAFNE LINE SHIPPING COMPANY LIMITED,100.0,1,,,,,,10,,74
DHL,Germany,Industrials,B,suspended,,2022-12-24,no,,,0,,,,,,,,
DJI,China,Information Technology,B,suspended,,2022-12-24,no,MR CHRYSANTHOS HADJIYIANNIS,100.0,3,,,,,,11,,77
DKV Mobility,Germany,Information Technology,B,suspended,,2022-12-24,no,MOBILITAS,82.35294117647058,1,263.16,263.16,164.148244089447,11,0.041799325395108805,13,5.5728,52
DSV A/S,Denmark,Industrials,B,suspended,,2022-12-24,no,,,0,,,,,,,,
Daimler Truck,Germany,Consumer Discretionary,B,other,,2022-12-24,no,LANIMER HOLDINGS LIMITED,71.42857142857143,2,7527.43,6459.26,797.172251574695,39,0.005728213047828104,13,8.9263,68
Damen,Netherlands,Industrials,B,suspended,,2022-12-24,no,DAMEN FAMILY,100.0,14,11393.33,11393.33,739.360303369351,42,0.003686367895226468,3,9.3408,71
Danaher,United States,Health Care,B,suspended,,2022-12-24,no,DANAHER CORPORATION,100,3,87729.17,69729.23,44201.5888070008,129,0.0015201658925393581,13,11.3820,46
Danone,France,Consumer Staples,B,seized,,2022-12-24,no,DANONE,100,1,1390.66,1390.66,1122.64207872376,,,11,7.2375,46
Danske Bank,Denmark,Financials,B,suspended,,2023-08-23,no,ONEY BANK,80.0,1,,,,,,12,,70
Dassault Aviation,France,Industrials,B,suspended,,2022-12-24,no,ICON PLC,85.71428571428572,3,16718.69,13995.07,13352.5948330043,63,0.0017863435935723175,18,9.7243,52
Dassault Systèmes,France,Information Technology,B,suspended,,2022-12-24,no,SAUR,75.0,1,4117.62,4117.62,796.2165709408,8,0.0019428680027536952,7,8.3230,46
Debevoise &amp; Plimpton,United States,Industrials,B,sold,,2023-08-23,no,DEBEX HOLDING LIMITED,88.88888888888889,2,2040.22,1233.57,386.996815565042,20,0.0008106563476654228,3,7.6208,62
Decathlon,France,Consumer Discretionary,B,suspended,,2022-12-24,no,OUN GMBH,80.0,1,10.00,10.00,-4.68418113514781,,,5,2.3027,62
Deckers,United States,Consumer Discretionary,B,suspended,,2022-12-24,no,"STANLEY BLACK & DECKER, INC.",92.3076923076923,1,87327.09,87327.09,56816.4116509287,7,8.015839786733431e-05,10,11.3774,46
Demant,Denmark,Health Care,B,suspended,,2022-12-24,no,MANTU GROUP SA,88.88888888888889,1,938.14,938.14,47.9724757634103,12,0.012791242259804174,8,6.8439,70
